series_code,series_name,series_kind,number,player_name,team,position,variant,print_run,scarcity,requestable
BASE,Base,base,163,,Girona,MED,,,1,true
BASE,Base,base,164,,Girona,MED,,,1,true
BASE,Base,base,165,,Girona,MED,,,1,true
BASE,Base,base,166,,Girona,MED,,,1,true
BASE,Base,base,167,,Girona,MED,,,1,true
BASE,Base,base,168,,Girona,DEL,,,1,true
BASE,Base,base,169,,Girona,DEL,,,1,true
BASE,Base,base,170,,Girona,DEL,,,1,true
BASE,Base,base,171,,Girona,DEL,,,1,true
BASE,Base,base,172,,Levante,,,,1,true
BASE,Base,base,173,,Levante,POR,,,1,true
BASE,Base,base,174,,Levante,POR,,,1,true
BASE,Base,base,175,,Levante,DEF,,,1,true
BASE,Base,base,176,,Levante,DEF,,,1,true
BASE,Base,base,177,,Levante,DEF,,,1,true
BASE,Base,base,178,,Levante,DEF,,,1,true
BASE,Base,base,179,,Levante,DEF,,,1,true
BASE,Base,base,180,,Levante,DEF,,,1,true
BASE,Base,base,181,,Levante,MED,,,1,true
BASE,Base,base,182,,Levante,MED,,,1,true
BASE,Base,base,183,,Levante,MED,,,1,true
BASE,Base,base,184,,Levante,MED,,,1,true
BASE,Base,base,185,,Levante,MED,,,1,true
BASE,Base,base,186,,Levante,MED,,,1,true
BASE,Base,base,187,,Levante,DEL,,,1,true
BASE,Base,base,188,,Levante,DEL,,,1,true
BASE,Base,base,189,,Levante,DEL,,,1,true
BASE,Base,base,190,,Levante,DEL,,,1,true
BASE,Base,base,191,,Mallorca,,,,1,true
BASE,Base,base,192,,Mallorca,POR,,,1,true
BASE,Base,base,193,,Mallorca,POR,,,1,true
BASE,Base,base,194,,Mallorca,DEF,,,1,true
BASE,Base,base,195,,Mallorca,DEF,,,1,true
BASE,Base,base,196,,Mallorca,DEF,,,1,true
BASE,Base,base,197,,Mallorca,DEF,,,1,true
BASE,Base,base,198,,Mallorca,DEF,,,1,true
BASE,Base,base,199,,Mallorca,DEF,,,1,true
BASE,Base,base,200,,Mallorca,MED,,,1,true
BASE,Base,base,200bis,,Mallorca,MED,,,1,true
BASE,Base,base,201,,Mallorca,MED,,,1,true
BASE,Base,base,202,,Mallorca,MED,,,1,true
BASE,Base,base,203,,Mallorca,MED,,,1,true
BASE,Base,base,204,,Mallorca,MED,,,1,true
BASE,Base,base,205,,Mallorca,MED,,,1,true
BASE,Base,base,206,,Mallorca,DEL,,,1,true
BASE,Base,base,207,,Mallorca,DEL,,,1,true
BASE,Base,base,208,,Mallorca,DEL,,,1,true
BASE,Base,base,209,,Mallorca,DEL,,,1,true
BASE,Base,base,210,,Osasuna,,,,1,true
BASE,Base,base,211,,Osasuna,POR,,,1,true
BASE,Base,base,212,,Osasuna,POR,,,1,true
BASE,Base,base,213,,Osasuna,DEF,,,1,true
BASE,Base,base,214,,Osasuna,DEF,,,1,true
BASE,Base,base,215,,Osasuna,DEF,,,1,true
BASE,Base,base,216,,Osasuna,DEF,,,1,true
BASE,Base,base,217,,Osasuna,DEF,,,1,true
BASE,Base,base,218,,Osasuna,DEF,,,1,true
BASE,Base,base,219,,Osasuna,MED,,,1,true
BASE,Base,base,220,,Osasuna,MED,,,1,true
BASE,Base,base,221,,Osasuna,MED,,,1,true
BASE,Base,base,222,,Osasuna,MED,,,1,true
BASE,Base,base,223,,Osasuna,MED,,,1,true
BASE,Base,base,224,,Osasuna,MED,,,1,true
BASE,Base,base,225,,Osasuna,DEL,,,1,true
BASE,Base,base,226,,Osasuna,DEL,,,1,true
BASE,Base,base,227,,Osasuna,DEL,,,1,true
BASE,Base,base,228,,Osasuna,DEL,,,1,true
BASE,Base,base,229,,Rayo Vallecano,,,,1,true
BASE,Base,base,230,,Rayo Vallecano,POR,,,1,true
BASE,Base,base,231,,Rayo Vallecano,POR,,,1,true
BASE,Base,base,232,,Rayo Vallecano,DEF,,,1,true
BASE,Base,base,233,,Rayo Vallecano,DEF,,,1,true
BASE,Base,base,234,,Rayo Vallecano,DEF,,,1,true
BASE,Base,base,235,,Rayo Vallecano,DEF,,,1,true
BASE,Base,base,236,,Rayo Vallecano,DEF,,,1,true
BASE,Base,base,237,,Rayo Vallecano,DEF,,,1,true
BASE,Base,base,238,,Rayo Vallecano,MED,,,1,true
BASE,Base,base,239,,Rayo Vallecano,MED,,,1,true
BASE,Base,base,240,,Rayo Vallecano,MED,,,1,true
BASE,Base,base,241,,Rayo Vallecano,MED,,,1,true
BASE,Base,base,242,,Rayo Vallecano,MED,,,1,true
BASE,Base,base,243,,Rayo Vallecano,MED,,,1,true
BASE,Base,base,244,,Rayo Vallecano,DEL,,,1,true
BASE,Base,base,245,,Rayo Vallecano,DEL,,,1,true
BASE,Base,base,246,,Rayo Vallecano,DEL,,,1,true
BASE,Base,base,247,,Rayo Vallecano,DEL,,,1,true
BASE,Base,base,248,,Real Betis,,,,1,true
BASE,Base,base,249,,Real Betis,POR,,,1,true
BASE,Base,base,250,,Real Betis,POR,,,1,true
BASE,Base,base,251,,Real Betis,DEF,,,1,true
BASE,Base,base,252,,Real Betis,DEF,,,1,true
BASE,Base,base,253,,Real Betis,DEF,,,1,true
BASE,Base,base,254,,Real Betis,DEF,,,1,true
BASE,Base,base,255,,Real Betis,DEF,,,1,true
BASE,Base,base,256,,Real Betis,DEF,,,1,true
BASE,Base,base,257,,Real Betis,MED,,,1,true
BASE,Base,base,258,,Real Betis,MED,,,1,true
BASE,Base,base,259,,Real Betis,MED,,,1,true
BASE,Base,base,260,,Real Betis,MED,,,1,true
BASE,Base,base,261,,Real Betis,MED,,,1,true
BASE,Base,base,262,,Real Betis,MED,,,1,true
BASE,Base,base,263,,Real Betis,DEL,,,1,true
BASE,Base,base,264,,Real Betis,DEL,,,1,true
BASE,Base,base,265,,Real Betis,DEL,,,1,true
BASE,Base,base,266,,Real Betis,DEL,,,1,true
BASE,Base,base,267,,Real Madrid,,,,1,true
BASE,Base,base,268,,Real Madrid,POR,,,1,true
BASE,Base,base,269,,Real Madrid,POR,,,1,true
BASE,Base,base,270,,Real Madrid,DEF,,,1,true
BASE,Base,base,271,,Real Madrid,DEF,,,1,true
BASE,Base,base,272,,Real Madrid,DEF,,,1,true
BASE,Base,base,273,,Real Madrid,DEF,,,1,true
BASE,Base,base,274,,Real Madrid,DEF,,,1,true
BASE,Base,base,275,,Real Madrid,DEF,,,1,true
BASE,Base,base,276,,Real Madrid,MED,,,1,true
BASE,Base,base,277,,Real Madrid,MED,,,1,true
BASE,Base,base,278,,Real Madrid,MED,,,1,true
BASE,Base,base,279,,Real Madrid,MED,,,1,true
BASE,Base,base,280,,Real Madrid,MED,,,1,true
BASE,Base,base,281,,Real Madrid,MED,,,1,true
BASE,Base,base,282,,Real Madrid,DEL,,,1,true
BASE,Base,base,283,,Real Madrid,DEL,,,1,true
BASE,Base,base,284,,Real Madrid,DEL,,,1,true
BASE,Base,base,285,,Real Madrid,DEL,,,1,true
BASE,Base,base,286,,Real Oviedo,,,,1,true
BASE,Base,base,287,,Real Oviedo,POR,,,1,true
BASE,Base,base,288,,Real Oviedo,POR,,,1,true
BASE,Base,base,289,,Real Oviedo,DEF,,,1,true
BASE,Base,base,290,,Real Oviedo,DEF,,,1,true
BASE,Base,base,291,,Real Oviedo,DEF,,,1,true
BASE,Base,base,292,,Real Oviedo,DEF,,,1,true
BASE,Base,base,293,,Real Oviedo,DEF,,,1,true
BASE,Base,base,294,,Real Oviedo,DEF,,,1,true
BASE,Base,base,295,,Real Oviedo,MED,,,1,true
BASE,Base,base,296,,Real Oviedo,MED,,,1,true
BASE,Base,base,297,,Real Oviedo,MED,,,1,true
BASE,Base,base,298,,Real Oviedo,MED,,,1,true
BASE,Base,base,299,,Real Oviedo,MED,,,1,true
BASE,Base,base,300,,Real Oviedo,MED,,,1,true
BASE,Base,base,301,,Real Oviedo,DEL,,,1,true
BASE,Base,base,302,,Real Oviedo,DEL,,,1,true
BASE,Base,base,303,,Real Oviedo,DEL,,,1,true
BASE,Base,base,304,,Real Oviedo,DEL,,,1,true
BASE,Base,base,305,,Real Sociedad,,,,1,true
BASE,Base,base,306,,Real Sociedad,POR,,,1,true
BASE,Base,base,307,,Real Sociedad,POR,,,1,true
BASE,Base,base,308,,Real Sociedad,DEF,,,1,true
BASE,Base,base,309,,Real Sociedad,DEF,,,1,true
BASE,Base,base,310,,Real Sociedad,DEF,,,1,true
BASE,Base,base,311,,Real Sociedad,DEF,,,1,true
BASE,Base,base,312,,Real Sociedad,DEF,,,1,true
BASE,Base,base,313,,Real Sociedad,DEF,,,1,true
BASE,Base,base,314,,Real Sociedad,MED,,,1,true
BASE,Base,base,315,,Real Sociedad,MED,,,1,true
BASE,Base,base,316,,Real Sociedad,MED,,,1,true
BASE,Base,base,317,,Real Sociedad,MED,,,1,true
BASE,Base,base,318,,Real Sociedad,MED,,,1,true
BASE,Base,base,319,,Real Sociedad,MED,,,1,true
BASE,Base,base,320,,Real Sociedad,DEL,,,1,true
BASE,Base,base,321,,Real Sociedad,DEL,,,1,true
BASE,Base,base,322,,Real Sociedad,DEL,,,1,true
BASE,Base,base,323,,Real Sociedad,DEL,,,1,true
BASE,Base,base,324,,Sevilla,,,,1,true
BASE,Base,base,325,,Sevilla,POR,,,1,true
BASE,Base,base,326,,Sevilla,POR,,,1,true
BASE,Base,base,327,,Sevilla,DEF,,,1,true
BASE,Base,base,328,,Sevilla,DEF,,,1,true
BASE,Base,base,329,,Sevilla,DEF,,,1,true
BASE,Base,base,330,,Sevilla,DEF,,,1,true
BASE,Base,base,331,,Sevilla,DEF,,,1,true
BASE,Base,base,332,,Sevilla,DEF,,,1,true
BASE,Base,base,333,,Sevilla,MED,,,1,true
BASE,Base,base,334,,Sevilla,MED,,,1,true
BASE,Base,base,335,,Sevilla,MED,,,1,true
BASE,Base,base,336,,Sevilla,MED,,,1,true
BASE,Base,base,337,,Sevilla,MED,,,1,true
BASE,Base,base,338,,Sevilla,MED,,,1,true
BASE,Base,base,339,,Sevilla,DEL,,,1,true
BASE,Base,base,340,,Sevilla,DEL,,,1,true
BASE,Base,base,341,,Sevilla,DEL,,,1,true
BASE,Base,base,342,,Sevilla,DEL,,,1,true
BASE,Base,base,343,,Valencia,,,,1,true
BASE,Base,base,344,,Valencia,POR,,,1,true
BASE,Base,base,345,,Valencia,POR,,,1,true
BASE,Base,base,346,,Valencia,DEF,,,1,true
BASE,Base,base,347,,Valencia,DEF,,,1,true
BASE,Base,base,348,,Valencia,DEF,,,1,true
BASE,Base,base,349,,Valencia,DEF,,,1,true
BASE,Base,base,350,,Valencia,DEF,,,1,true
BASE,Base,base,351,,Valencia,DEF,,,1,true
BASE,Base,base,352,,Valencia,MED,,,1,true
BASE,Base,base,353,,Valencia,MED,,,1,true
BASE,Base,base,354,,Valencia,MED,,,1,true
BASE,Base,base,355,,Valencia,MED,,,1,true
BASE,Base,base,356,,Valencia,MED,,,1,true
BASE,Base,base,357,,Valencia,MED,,,1,true
BASE,Base,base,358,,Valencia,DEL,,,1,true
BASE,Base,base,359,,Valencia,DEL,,,1,true
BASE,Base,base,360,,Valencia,DEL,,,1,true
BASE,Base,base,361,,Valencia,DEL,,,1,true
BASE,Base,base,362,,Villarreal,,,,1,true
BASE,Base,base,363,,Villarreal,POR,,,1,true
BASE,Base,base,364,,Villarreal,POR,,,1,true
BASE,Base,base,365,,Villarreal,DEF,,,1,true
BASE,Base,base,366,,Villarreal,DEF,,,1,true
BASE,Base,base,367,,Villarreal,DEF,,,1,true
BASE,Base,base,368,,Villarreal,DEF,,,1,true
BASE,Base,base,369,,Villarreal,DEF,,,1,true
BASE,Base,base,370,,Villarreal,DEF,,,1,true
BASE,Base,base,371,,Villarreal,MED,,,1,true
BASE,Base,base,372,,Villarreal,MED,,,1,true
BASE,Base,base,373,,Villarreal,MED,,,1,true
BASE,Base,base,374,,Villarreal,MED,,,1,true
BASE,Base,base,375,,Villarreal,MED,,,1,true
BASE,Base,base,376,,Villarreal,MED,,,1,true
BASE,Base,base,377,,Villarreal,DEL,,,1,true
BASE,Base,base,378,,Villarreal,DEL,,,1,true
BASE,Base,base,379,,Villarreal,DEL,,,1,true
BASE,Base,base,380,,Villarreal,DEL,,,1,true
MOM,Momentos,insert,MOM1,,Alaves,,,,2,true
MOM,Momentos,insert,MOM2,,Athletic Club,,,,2,true
MOM,Momentos,insert,MOM3,,Atletico de Madrid,,,,2,true
MOM,Momentos,insert,MOM4,,Barcelona,,,,2,true
MOM,Momentos,insert,MOM5,,Celta de Vigo,,,,2,true
MOM,Momentos,insert,MOM6,,Elche,,,,2,true
MOM,Momentos,insert,MOM7,,Espanyol,,,,2,true
MOM,Momentos,insert,MOM8,,Getafe,,,,2,true
MOM,Momentos,insert,MOM9,,Girona,,,,2,true
MOM,Momentos,insert,MOM10,,Levante,,,,2,true
MOM,Momentos,insert,MOM11,,Mallorca,,,,2,true
MOM,Momentos,insert,MOM12,,Osasuna,,,,2,true
MOM,Momentos,insert,MOM13,,Rayo Vallecano,,,,2,true
MOM,Momentos,insert,MOM14,,Real Betis,,,,2,true
MOM,Momentos,insert,MOM15,,Real Madrid,,,,2,true
MOM,Momentos,insert,MOM16,,Real Oviedo,,,,2,true
MOM,Momentos,insert,MOM17,,Real Sociedad,,,,2,true
MOM,Momentos,insert,MOM18,,Sevilla,,,,2,true
MOM,Momentos,insert,MOM19,,Valencia,,,,2,true
MOM,Momentos,insert,MOM20,,Villarreal,,,,2,true
MOM,Momentos,insert,MOM21,,Alaves,,,,2,true
MOM,Momentos,insert,MOM22,,Athletic Club,,,,2,true
MOM,Momentos,insert,MOM23,,Atletico de Madrid,,,,2,true
MOM,Momentos,insert,MOM24,,Barcelona,,,,2,true
MOM,Momentos,insert,MOM25,,Celta de Vigo,,,,2,true
MOM,Momentos,insert,MOM26,,Elche,,,,2,true
MOM,Momentos,insert,MOM27,,Espanyol,,,,2,true
MOM,Momentos,insert,MOM28,,Getafe,,,,2,true
MOM,Momentos,insert,MOM29,,Girona,,,,2,true
MOM,Momentos,insert,MOM30,,Levante,,,,2,true
MVP,MVP,insert,MVP1,,Alaves,,,,2,true
MVP,MVP,insert,MVP2,,Athletic Club,,,,2,true
MVP,MVP,insert,MVP3,,Atletico de Madrid,,,,2,true
MVP,MVP,insert,MVP4,,Barcelona,,,,2,true
MVP,MVP,insert,MVP5,,Celta de Vigo,,,,2,true
MVP,MVP,insert,MVP6,,Elche,,,,2,true
MVP,MVP,insert,MVP7,,Espanyol,,,,2,true
MVP,MVP,insert,MVP8,,Getafe,,,,2,true
MVP,MVP,insert,MVP9,,Girona,,,,2,true
MVP,MVP,insert,MVP10,,Levante,,,,2,true
MVP,MVP,insert,MVP11,,Mallorca,,,,2,true
MVP,MVP,insert,MVP12,,Osasuna,,,,2,true
MVP,MVP,insert,MVP13,,Rayo Vallecano,,,,2,true
MVP,MVP,insert,MVP14,,Real Betis,,,,2,true
MVP,MVP,insert,MVP15,,Real Madrid,,,,2,true
MVP,MVP,insert,MVP16,,Real Oviedo,,,,2,true
MVP,MVP,insert,MVP17,,Real Sociedad,,,,2,true
MVP,MVP,insert,MVP18,,Sevilla,,,,2,true
MVP,MVP,insert,MVP19,,Valencia,,,,2,true
MVP,MVP,insert,MVP20,,Villarreal,,,,2,true
ELITE,Elite,insert,E1,,Alaves,,,,3,false
ELITE,Elite,insert,E2,,Athletic Club,,,,3,false
ELITE,Elite,insert,E3,,Atletico de Madrid,,,,3,false
ELITE,Elite,insert,E4,,Barcelona,,,,3,false
ELITE,Elite,insert,E5,,Celta de Vigo,,,,3,false
ELITE,Elite,insert,E6,,Elche,,,,3,false
ELITE,Elite,insert,E7,,Espanyol,,,,3,false
ELITE,Elite,insert,E8,,Getafe,,,,3,false
ELITE,Elite,insert,E9,,Girona,,,,3,false
ELITE,Elite,insert,E10,,Levante,,,,3,false
ELITE,Elite,insert,E11,,Mallorca,,,,3,false
ELITE,Elite,insert,E12,,Osasuna,,,,3,false
ELITE,Elite,insert,E13,,Rayo Vallecano,,,,3,false
ELITE,Elite,insert,E14,,Real Betis,,,,3,false
ELITE,Elite,insert,E15,,Real Madrid,,,,3,false
ELITE,Elite,insert,E16,,Real Oviedo,,,,3,false
ELITE,Elite,insert,E17,,Real Sociedad,,,,3,false
ELITE,Elite,insert,E18,,Sevilla,,,,3,false
ELITE,Elite,insert,E19,,Valencia,,,,3,false
ELITE,Elite,insert,E20,,Villarreal,,,,3,false
GOLD,Gold,parallel,G1,,Alaves,,gold,100,4,false
GOLD,Gold,parallel,G2,,Athletic Club,,gold,100,4,false
GOLD,Gold,parallel,G3,,Atletico de Madrid,,gold,100,4,false
GOLD,Gold,parallel,G4,,Barcelona,,gold,100,4,false
GOLD,Gold,parallel,G5,,Celta de Vigo,,gold,100,4,false
GOLD,Gold,parallel,G6,,Elche,,gold,100,4,false
GOLD,Gold,parallel,G7,,Espanyol,,gold,100,4,false
GOLD,Gold,parallel,G8,,Getafe,,gold,100,4,false
GOLD,Gold,parallel,G9,,Girona,,gold,100,4,false
GOLD,Gold,parallel,G10,,Levante,,gold,100,4,false
GOLD,Gold,parallel,G11,,Mallorca,,gold,100,4,false
GOLD,Gold,parallel,G12,,Osasuna,,gold,100,4,false
GOLD,Gold,parallel,G13,,Rayo Vallecano,,gold,100,4,false
GOLD,Gold,parallel,G14,,Real Betis,,gold,100,4,false
GOLD,Gold,parallel,G15,,Real Madrid,,gold,100,4,false
GOLD,Gold,parallel,G16,,Real Oviedo,,gold,100,4,false
GOLD,Gold,parallel,G17,,Real Sociedad,,gold,100,4,false
GOLD,Gold,parallel,G18,,Sevilla,,gold,100,4,false
GOLD,Gold,parallel,G19,,Valencia,,gold,100,4,false
GOLD,Gold,parallel,G20,,Villarreal,,gold,100,4,false
GOLD,Gold,parallel,G21,,Alaves,,gold,100,4,false
GOLD,Gold,parallel,G22,,Athletic Club,,gold,100,4,false
GOLD,Gold,parallel,G23,,Atletico de Madrid,,gold,100,4,false
GOLD,Gold,parallel,G24,,Barcelona,,gold,100,4,false
GOLD,Gold,parallel,G25,,Celta de Vigo,,gold,100,4,false
GOLD,Gold,parallel,G26,,Elche,,gold,100,4,false
GOLD,Gold,parallel,G27,,Espanyol,,gold,100,4,false
GOLD,Gold,parallel,G28,,Getafe,,gold,100,4,false
GOLD,Gold,parallel,G29,,Girona,,gold,100,4,false
GOLD,Gold,parallel,G30,,Levante,,gold,100,4,false
GOLD,Gold,parallel,G31,,Mallorca,,gold,100,4,false
GOLD,Gold,parallel,G32,,Osasuna,,gold,100,4,false
GOLD,Gold,parallel,G33,,Rayo Vallecano,,gold,100,4,false
GOLD,Gold,parallel,G34,,Real Betis,,gold,100,4,false
GOLD,Gold,parallel,G35,,Real Madrid,,gold,100,4,false
